date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-01-01,6,3,0.0,6.9,1,100,05:00 PM,08:04 AM,07:32 AM,04:03 PM,4,3,5,3,16,64,94,0.8,992,6,5,175,9,budapest
2010-01-02,3,-1,0.0,3.3,1,85,06:25 PM,08:41 AM,07:32 AM,04:04 PM,-0,-3,1,-3,31,75,89,1.7,1003,3,5,286,21,budapest
2010-01-03,-1,-4,0.0,3.3,1,77,07:51 PM,09:10 AM,07:32 AM,04:05 PM,-5,-9,-2,-9,39,82,79,1.7,1016,-1,8,319,26,budapest
2010-01-04,-3,-7,0.0,8.7,2,70,09:12 PM,09:34 AM,07:32 AM,04:06 PM,-7,-8,-4,-8,16,38,80,0.0,1021,-3,10,195,10,budapest
2010-01-05,-3,-5,1.0,3.3,1,63,10:31 PM,09:56 AM,07:31 AM,04:07 PM,-5,-9,-4,-9,25,91,92,1.1,1013,-3,7,90,17,budapest
2010-01-06,-1,-3,1.0,3.3,1,56,11:48 PM,10:16 AM,07:31 AM,04:08 PM,-2,-6,-2,-6,21,97,96,1.9,1002,-1,4,156,14,budapest
2010-01-07,-2,-8,0.7,5.1,1,48,No moonrise,10:37 AM,07:31 AM,04:09 PM,-4,-6,-4,-6,10,56,97,0.8,1012,-2,1,269,5,budapest
2010-01-08,3,-5,0.0,3.3,1,41,01:03 AM,11:01 AM,07:31 AM,04:10 PM,-1,-5,-0,-5,33,88,98,6.6,1013,3,7,85,19,budapest
2010-01-09,6,3,0.0,3.3,1,34,02:16 AM,11:28 AM,07:30 AM,04:12 PM,4,1,4,1,30,97,99,5.2,1004,6,6,82,15,budapest
2010-01-10,6,1,0.0,6.9,1,27,03:27 AM,12:01 PM,07:30 AM,04:13 PM,3,1,4,1,17,82,95,0.5,1007,6,5,252,11,budapest
2010-01-11,3,-2,0.0,8.7,2,19,04:33 AM,12:42 PM,07:29 AM,04:14 PM,-2,-4,0,-4,24,38,88,0.0,1015,3,10,297,16,budapest
2010-01-12,1,-2,0.0,3.3,1,12,05:31 AM,01:31 PM,07:29 AM,04:15 PM,-3,-4,-1,-4,14,67,87,0.1,1018,1,10,288,9,budapest
2010-01-13,0,-4,0.0,8.7,2,5,06:20 AM,02:28 PM,07:28 AM,04:17 PM,-2,-2,-2,-2,6,54,93,0.0,1015,0,5,111,4,budapest
2010-01-14,1,-4,0.0,5.1,1,0,06:59 AM,03:31 PM,07:28 AM,04:18 PM,-2,-2,-2,-2,6,61,93,0.0,1017,1,5,153,3,budapest
2010-01-15,0,-4,0.0,8.7,2,0,07:31 AM,04:36 PM,07:27 AM,04:19 PM,-2,-3,-1,-3,9,16,91,0.0,1024,0,7,170,5,budapest
2010-01-16,1,-4,0.0,8.7,2,2,07:56 AM,05:42 PM,07:27 AM,04:21 PM,-4,-3,-1,-3,10,7,82,0.0,1030,1,8,76,7,budapest
2010-01-17,-0,-4,0.0,5.1,1,10,08:17 AM,06:47 PM,07:26 AM,04:22 PM,-6,-7,-2,-7,20,50,78,0.0,1026,-0,10,120,13,budapest
2010-01-18,-0,-2,1.3,3.4,1,17,08:35 AM,07:52 PM,07:25 AM,04:23 PM,-3,-3,-1,-3,8,98,89,1.5,1025,-0,6,121,5,budapest
2010-01-19,1,-4,0.0,8.7,2,24,08:53 AM,08:56 PM,07:24 AM,04:25 PM,-3,-4,-2,-4,12,46,89,0.0,1023,1,8,315,7,budapest
2010-01-20,-0,-5,0.8,3.4,1,31,09:09 AM,10:01 PM,07:24 AM,04:26 PM,-3,-3,-2,-3,5,80,93,0.9,1018,-0,4,125,3,budapest
2010-01-21,-2,-4,1.1,3.4,1,39,09:27 AM,11:07 PM,07:23 AM,04:28 PM,-4,-7,-3,-7,18,100,88,1.3,1021,-2,7,53,12,budapest
2010-01-22,-3,-6,0.2,3.4,1,46,09:46 AM,No moonset,07:22 AM,04:29 PM,-5,-6,-4,-6,7,91,93,0.2,1027,-3,8,131,4,budapest
2010-01-23,-3,-9,0.0,5.2,1,53,10:08 AM,12:16 AM,07:21 AM,04:31 PM,-6,-9,-5,-9,11,62,94,0.1,1030,-3,6,72,7,budapest
2010-01-24,-4,-10,0.0,8.7,1,60,10:37 AM,01:28 AM,07:20 AM,04:32 PM,-8,-9,-7,-9,9,17,93,0.0,1032,-4,6,82,5,budapest
2010-01-25,-4,-10,0.0,5.2,2,68,11:15 AM,02:41 AM,07:19 AM,04:34 PM,-9,-12,-7,-12,14,58,87,0.0,1036,-4,9,95,9,budapest
2010-01-26,-4,-8,0.0,5.2,1,75,12:04 PM,03:53 AM,07:18 AM,04:35 PM,-10,-9,-6,-9,11,87,74,0.0,1035,-4,10,141,7,budapest
2010-01-27,-5,-10,0.0,8.7,2,82,01:08 PM,04:57 AM,07:17 AM,04:37 PM,-9,-9,-7,-9,8,10,85,0.0,1029,-5,10,264,6,budapest
2010-01-28,-5,-10,0.1,5.2,1,90,02:25 PM,05:51 AM,07:15 AM,04:38 PM,-10,-14,-8,-14,25,68,84,0.2,1008,-5,10,220,16,budapest
2010-01-29,-0,-6,0.2,7.0,2,97,03:50 PM,06:33 AM,07:14 AM,04:40 PM,-6,-9,-4,-9,26,56,87,0.2,999,-0,9,206,15,budapest
2010-01-30,-0,-4,3.6,3.5,1,100,05:17 PM,07:07 AM,07:13 AM,04:41 PM,-2,-6,-2,-6,22,92,95,4.2,994,-0,4,214,14,budapest
2010-01-31,-1,-5,3.5,3.5,1,100,06:43 PM,07:34 AM,07:12 AM,04:43 PM,-3,-8,-2,-8,29,85,95,4.1,1000,-1,7,331,18,budapest
2010-02-01,-2,-7,0.0,8.7,2,77,08:06 PM,07:57 AM,07:10 AM,04:45 PM,-6,-11,-5,-11,28,28,95,0.0,1011,-2,8,300,15,budapest
2010-02-02,-1,-10,0.0,8.7,1,69,09:27 PM,08:19 AM,07:09 AM,04:46 PM,-6,-10,-6,-10,19,37,95,0.0,1018,-1,5,251,10,budapest
2010-02-03,0,-8,1.4,3.5,1,62,10:46 PM,08:41 AM,07:08 AM,04:48 PM,-5,-9,-4,-9,25,53,94,1.6,1016,0,6,208,13,budapest
2010-02-04,-1,-14,0.0,8.7,1,54,No moonrise,09:04 AM,07:06 AM,04:49 PM,-6,-9,-5,-9,19,19,94,0.0,1024,-1,6,171,10,budapest
2010-02-05,-2,-5,0.0,8.7,2,47,12:02 AM,09:31 AM,07:05 AM,04:51 PM,-4,-9,-3,-9,28,54,94,0.1,1022,-2,10,97,17,budapest
2010-02-06,0,-3,2.2,3.6,1,39,01:16 AM,10:02 AM,07:04 AM,04:53 PM,-2,-6,-1,-6,25,84,97,2.6,1013,0,5,66,15,budapest
2010-02-07,-1,-3,1.5,3.6,1,32,02:25 AM,10:41 AM,07:02 AM,04:54 PM,-2,-5,-1,-5,15,100,98,1.7,1015,-1,3,111,10,budapest
2010-02-08,-3,-7,0.1,3.6,1,24,03:26 AM,11:28 AM,07:01 AM,04:56 PM,-5,-9,-5,-9,15,74,98,0.1,1013,-3,4,302,9,budapest
2010-02-09,-4,-16,0.0,7.0,1,16,04:18 AM,12:22 PM,06:59 AM,04:57 PM,-7,-10,-7,-10,12,65,98,0.0,1011,-4,2,180,7,budapest
2010-02-10,-0,-5,1.0,5.4,1,9,05:00 AM,01:23 PM,06:58 AM,04:59 PM,-3,-8,-2,-8,29,80,97,1.2,1006,-0,8,73,18,budapest
2010-02-11,0,-0,2.3,3.9,1,1,05:34 AM,02:27 PM,06:56 AM,05:00 PM,0,-3,0,-3,18,100,99,3.5,1000,0,4,131,11,budapest
2010-02-12,0,-0,0.8,3.9,1,0,06:01 AM,03:33 PM,06:54 AM,05:02 PM,0,-2,0,-2,11,100,99,1.6,1006,0,3,333,7,budapest
2010-02-13,0,-1,0.1,3.9,1,0,06:23 AM,04:38 PM,06:53 AM,05:04 PM,-1,-6,-0,-6,41,83,98,0.1,1006,0,9,319,25,budapest
2010-02-14,0,-2,0.3,4.0,1,0,06:42 AM,05:43 PM,06:51 AM,05:05 PM,-1,-4,-1,-4,17,95,98,0.4,1011,0,5,237,11,budapest
2010-02-15,1,-1,0.1,4.0,1,6,07:00 AM,06:47 PM,06:49 AM,05:07 PM,-0,-3,-0,-3,12,95,98,0.1,1010,1,2,206,8,budapest
2010-02-16,0,-3,0.1,4.0,1,13,07:17 AM,07:52 PM,06:48 AM,05:08 PM,-1,-4,-1,-4,13,86,97,0.1,1011,0,4,153,9,budapest
2010-02-17,2,-2,0.0,4.0,1,21,07:34 AM,08:58 PM,06:46 AM,05:10 PM,-0,-4,0,-4,22,86,99,0.1,1006,2,5,93,13,budapest
2010-02-18,2,1,0.0,4.0,1,29,07:53 AM,10:06 PM,06:44 AM,05:12 PM,2,-1,2,-1,14,100,100,1.3,1004,2,1,142,8,budapest
2010-02-19,4,1,0.0,4.0,1,36,08:14 AM,11:15 PM,06:43 AM,05:13 PM,3,0,3,0,19,100,100,1.9,1002,4,2,153,9,budapest
2010-02-20,5,1,0.0,4.0,1,44,08:39 AM,No moonset,06:41 AM,05:15 PM,2,-1,3,-1,31,93,95,8.0,994,5,6,288,20,budapest
2010-02-21,6,0,0.4,8.7,2,51,09:12 AM,12:26 AM,06:39 AM,05:16 PM,-0,-1,3,-1,25,33,83,0.4,1005,6,9,283,17,budapest
2010-02-22,6,-1,0.0,5.6,1,59,09:55 AM,01:36 AM,06:37 AM,05:18 PM,0,-2,3,-2,30,59,86,0.2,1008,6,10,173,17,budapest
2010-02-23,8,1,0.0,4.1,1,66,10:50 AM,02:41 AM,06:36 AM,05:19 PM,4,2,5,2,19,91,96,3.1,1003,8,6,152,10,budapest
2010-02-24,7,5,0.0,4.1,2,74,11:59 AM,03:38 AM,06:34 AM,05:21 PM,6,5,6,5,9,97,98,4.1,1004,7,2,100,5,budapest
2010-02-25,10,3,0.0,7.2,3,81,01:18 PM,04:24 AM,06:32 AM,05:22 PM,5,5,6,5,11,48,91,0.0,1007,10,6,282,6,budapest
2010-02-26,7,3,0.0,4.1,1,89,02:42 PM,05:01 AM,06:30 AM,05:24 PM,5,2,5,2,21,77,96,3.3,1003,7,7,152,12,budapest
2010-02-27,6,1,0.0,5.6,1,97,04:08 PM,05:32 AM,06:28 AM,05:25 PM,3,1,4,1,32,69,92,5.8,1007,6,8,309,18,budapest
2010-02-28,9,1,0.0,8.7,2,100,05:33 PM,05:57 AM,06:26 AM,05:27 PM,1,1,5,1,32,38,79,0.0,1006,9,10,160,18,budapest
2010-03-01,12,5,0.0,7.2,3,100,06:56 PM,06:19 AM,06:24 AM,05:28 PM,5,6,8,6,21,37,81,0.1,1009,12,9,286,12,budapest
2010-03-02,8,3,0.0,7.2,3,85,08:18 PM,06:42 AM,06:23 AM,05:30 PM,1,3,5,3,16,39,73,0.0,1018,8,10,304,10,budapest
2010-03-03,6,1,0.0,8.7,2,78,09:38 PM,07:05 AM,06:21 AM,05:31 PM,-1,1,4,1,21,25,73,0.0,1022,6,10,291,14,budapest
2010-03-04,4,0,0.0,4.2,1,71,10:56 PM,07:31 AM,06:19 AM,05:33 PM,-3,-1,2,-1,17,83,69,0.0,1013,4,10,103,11,budapest
2010-03-05,3,-3,0.0,8.7,2,63,No moonrise,08:02 AM,06:17 AM,05:34 PM,-7,-5,0,-5,32,37,59,0.0,1014,3,10,328,22,budapest
2010-03-06,2,-4,0.0,8.7,2,56,12:09 AM,08:39 AM,06:15 AM,05:36 PM,-13,-6,-2,-6,19,21,43,0.0,1018,2,10,318,13,budapest
2010-03-07,2,-4,0.0,5.7,2,49,01:16 AM,09:24 AM,06:13 AM,05:37 PM,-10,-3,-1,-3,6,66,52,0.0,1026,2,10,209,4,budapest
2010-03-08,2,-4,0.0,8.7,2,42,02:12 AM,10:16 AM,06:11 AM,05:39 PM,-11,-6,-2,-6,20,34,52,0.0,1024,2,10,67,14,budapest
2010-03-09,3,-4,0.0,8.7,2,34,02:58 AM,11:15 AM,06:09 AM,05:40 PM,-11,-6,-1,-6,22,35,49,0.0,1022,3,10,60,15,budapest
2010-03-10,5,-4,0.0,8.7,2,27,03:35 AM,12:18 PM,06:07 AM,05:42 PM,-8,-6,-0,-6,31,33,58,0.1,1023,5,10,73,20,budapest
2010-03-11,0,-1,3.6,4.3,1,20,04:04 AM,01:23 PM,06:05 AM,05:43 PM,-1,-3,-0,-3,14,100,94,4.3,1014,0,4,107,9,budapest
2010-03-12,3,-2,0.1,4.3,1,12,04:28 AM,02:28 PM,06:03 AM,05:45 PM,-2,-4,0,-4,26,76,86,0.1,1013,3,8,296,17,budapest
2010-03-13,5,-0,0.1,4.3,1,5,04:48 AM,03:34 PM,06:01 AM,05:46 PM,0,-2,2,-2,29,77,90,0.1,1017,5,8,289,18,budapest
2010-03-14,6,1,0.0,5.9,1,0,05:07 AM,04:38 PM,05:59 AM,05:48 PM,1,-1,3,-1,37,69,87,0.0,1016,6,10,288,22,budapest
2010-03-15,5,-1,0.1,11.6,2,0,05:24 AM,05:43 PM,05:57 AM,05:49 PM,-2,-2,2,-2,33,38,75,0.1,1017,5,10,297,22,budapest
2010-03-16,7,-0,1.8,6.0,1,2,05:42 AM,06:49 PM,05:55 AM,05:50 PM,0,-2,3,-2,30,73,84,2.2,1019,7,9,282,19,budapest
2010-03-17,7,-2,0.0,10.2,2,9,06:00 AM,07:57 PM,05:53 AM,05:52 PM,-1,-0,3,-0,18,46,79,0.0,1029,7,10,269,11,budapest
2010-03-18,13,2,0.0,10.2,3,16,06:20 AM,09:06 PM,05:51 AM,05:53 PM,3,6,7,6,12,44,75,0.0,1028,13,10,240,7,budapest
2010-03-19,15,3,0.0,11.6,3,24,06:45 AM,10:16 PM,05:49 AM,05:55 PM,5,7,9,7,21,27,76,0.0,1026,15,10,194,12,budapest
2010-03-20,15,5,0.0,11.6,3,31,07:16 AM,11:27 PM,05:47 AM,05:56 PM,6,8,10,8,25,11,78,0.0,1021,15,10,209,15,budapest
2010-03-21,17,7,0.0,11.6,4,38,07:55 AM,No moonset,05:45 AM,05:58 PM,9,11,12,11,17,36,82,0.0,1018,17,8,234,10,budapest
2010-03-22,13,9,0.0,6.1,3,46,08:44 AM,12:32 AM,05:43 AM,05:59 PM,9,10,11,10,19,65,89,0.4,1021,13,8,276,11,budapest
2010-03-23,14,7,0.0,12.6,3,53,09:46 AM,01:30 AM,05:41 AM,06:00 PM,7,10,10,10,7,32,80,0.0,1022,14,9,153,4,budapest
2010-03-24,18,5,0.0,12.6,4,60,10:59 AM,02:18 AM,05:39 AM,06:02 PM,8,13,13,13,11,2,73,0.0,1020,18,10,141,7,budapest
2010-03-25,20,7,0.0,12.7,4,67,12:17 PM,02:58 AM,05:37 AM,06:03 PM,8,13,13,13,23,36,73,0.1,1019,20,10,143,14,budapest
2010-03-26,20,10,0.0,12.7,4,75,01:40 PM,03:30 AM,05:35 AM,06:04 PM,9,14,15,14,29,26,72,0.0,1015,20,10,180,18,budapest
2010-03-27,14,8,0.0,12.7,4,82,03:03 PM,03:56 AM,05:33 AM,06:06 PM,5,10,11,10,21,26,65,0.0,1010,14,10,270,13,budapest
2010-03-28,14,7,0.0,12.8,4,89,04:25 PM,04:19 AM,05:31 AM,06:07 PM,3,8,10,8,26,19,62,0.0,1011,14,10,305,17,budapest
2010-03-29,17,5,0.0,12.8,4,96,05:47 PM,04:42 AM,05:29 AM,06:09 PM,4,11,12,11,15,21,60,0.0,1013,17,10,230,9,budapest
2010-03-30,20,9,0.0,12.8,4,100,07:08 PM,05:05 AM,05:27 AM,06:10 PM,4,13,14,13,31,11,53,0.0,1007,20,10,178,19,budapest
2010-03-31,12,6,0.0,9.3,2,100,08:28 PM,05:30 AM,05:25 AM,06:11 PM,7,8,10,8,16,62,83,1.1,1005,12,8,243,11,budapest
2010-04-01,15,5,0.0,12.9,3,77,09:46 PM,05:59 AM,05:23 AM,06:13 PM,2,9,10,9,18,15,62,0.0,1012,15,10,261,12,budapest
2010-04-02,12,4,0.0,12.9,3,70,10:57 PM,06:33 AM,05:21 AM,06:14 PM,2,5,7,5,18,36,71,0.3,1017,12,9,296,12,budapest
2010-04-03,14,3,0.0,13.0,3,62,12:00 AM,07:16 AM,05:19 AM,06:16 PM,1,7,9,7,20,14,58,0.0,1019,14,10,240,12,budapest
2010-04-04,17,6,0.0,12.0,4,55,No moonrise,08:07 AM,05:17 AM,06:17 PM,3,10,11,10,25,42,56,0.0,1018,17,10,170,16,budapest
2010-04-05,9,8,0.0,8.1,2,47,12:51 AM,09:05 AM,05:15 AM,06:18 PM,7,7,9,7,20,93,89,10.0,1016,9,9,227,13,budapest
2010-04-06,12,5,0.0,12.0,2,40,01:32 AM,10:07 AM,05:13 AM,06:20 PM,5,5,8,5,29,59,80,0.8,1021,12,9,328,19,budapest
2010-04-07,15,3,0.0,13.1,3,32,02:04 AM,11:12 AM,05:11 AM,06:21 PM,5,9,9,9,8,32,77,0.0,1023,15,9,174,5,budapest
2010-04-08,18,5,0.0,13.1,4,24,02:30 AM,12:17 PM,05:09 AM,06:23 PM,7,12,12,12,10,9,73,0.0,1024,18,9,107,6,budapest
2010-04-09,19,7,0.0,13.2,4,17,02:52 AM,01:23 PM,05:07 AM,06:24 PM,6,13,13,13,17,16,62,0.0,1024,19,10,312,10,budapest
2010-04-10,12,6,0.0,13.2,3,9,03:12 AM,02:27 PM,05:05 AM,06:26 PM,3,7,9,7,19,34,68,1.1,1021,12,10,250,13,budapest
2010-04-11,12,4,0.0,13.2,3,2,03:30 AM,03:32 PM,05:03 AM,06:27 PM,4,6,8,6,12,47,77,0.9,1017,12,10,124,8,budapest
2010-04-12,11,4,0.0,9.5,2,0,03:47 AM,04:37 PM,05:01 AM,06:28 PM,6,5,7,5,23,77,96,6.3,1015,11,7,73,14,budapest
2010-04-13,11,8,0.0,8.6,2,0,04:05 AM,05:45 PM,04:59 AM,06:30 PM,9,8,9,8,17,100,95,4.8,1014,11,5,88,11,budapest
2010-04-14,14,7,0.0,9.8,3,0,04:25 AM,06:54 PM,04:58 AM,06:31 PM,9,10,10,10,9,83,91,1.6,1010,14,4,157,6,budapest
2010-04-15,11,6,0.0,8.6,2,5,04:49 AM,08:05 PM,04:56 AM,06:33 PM,7,6,8,6,14,95,93,0.2,1011,11,3,242,9,budapest
2010-04-16,15,7,0.0,13.8,4,13,05:19 AM,09:17 PM,04:54 AM,06:34 PM,8,9,10,9,16,41,84,0.0,1014,15,8,301,11,budapest
2010-04-17,15,5,0.0,13.8,3,21,05:55 AM,10:24 PM,04:52 AM,06:35 PM,7,10,11,10,13,9,77,0.0,1020,15,10,253,8,budapest
2010-04-18,17,3,0.0,13.3,4,28,06:42 AM,11:25 PM,04:50 AM,06:37 PM,6,11,11,11,14,37,72,1.2,1019,17,10,113,10,budapest
2010-04-19,14,7,0.0,11.0,3,36,07:41 AM,No moonset,04:48 AM,06:38 PM,10,11,11,11,6,72,92,3.0,1011,14,8,186,3,budapest
2010-04-20,19,7,0.0,13.9,4,43,08:50 AM,12:16 AM,04:46 AM,06:40 PM,7,13,13,13,17,18,70,0.0,1012,19,10,287,11,budapest
2010-04-21,17,9,0.0,14.0,4,51,10:06 AM,12:57 AM,04:44 AM,06:41 PM,6,12,13,12,21,16,66,0.0,1012,17,10,290,15,budapest
2010-04-22,13,4,0.0,14.0,3,58,11:25 AM,01:31 AM,04:43 AM,06:42 PM,-1,6,8,6,21,23,54,0.0,1017,13,10,300,14,budapest
2010-04-23,14,1,0.0,12.2,3,66,12:44 PM,01:58 AM,04:41 AM,06:44 PM,4,8,9,8,14,41,73,0.0,1017,14,10,121,9,budapest
2010-04-24,21,8,0.0,14.1,4,73,02:04 PM,02:21 AM,04:39 AM,06:45 PM,8,14,15,14,9,19,66,0.0,1019,21,10,124,6,budapest
2010-04-25,22,9,0.0,14.1,4,81,03:23 PM,02:44 AM,04:37 AM,06:47 PM,9,16,17,16,15,6,65,0.0,1023,22,10,64,10,budapest
2010-04-26,22,8,0.0,14.1,4,89,04:42 PM,03:06 AM,04:35 AM,06:48 PM,10,16,17,16,14,8,69,0.0,1024,22,9,152,9,budapest
2010-04-27,20,10,0.0,12.2,4,96,06:02 PM,03:30 AM,04:34 AM,06:50 PM,10,15,15,15,10,46,71,0.0,1023,20,10,272,6,budapest
2010-04-28,18,8,0.0,14.2,4,100,07:21 PM,03:56 AM,04:32 AM,06:51 PM,7,13,14,13,14,21,66,0.0,1025,18,10,242,9,budapest
2010-04-29,20,6,0.0,14.2,4,89,08:35 PM,04:28 AM,04:30 AM,06:52 PM,7,14,14,14,13,18,66,0.0,1022,20,10,170,8,budapest
2010-04-30,23,9,0.0,14.3,5,81,09:43 PM,05:08 AM,04:29 AM,06:54 PM,9,16,17,16,16,10,63,0.0,1014,23,10,168,10,budapest
2010-05-01,24,11,0.0,14.3,5,78,10:40 PM,05:56 AM,04:27 AM,06:55 PM,12,18,19,18,15,13,69,0.0,1010,24,10,205,10,budapest
2010-05-02,21,13,0.0,13.4,5,71,11:26 PM,06:51 AM,04:25 AM,06:57 PM,12,16,16,16,18,36,74,0.3,1010,21,9,208,11,budapest
2010-05-03,24,13,0.0,14.3,5,64,No moonrise,07:54 AM,04:24 AM,06:58 PM,12,18,19,18,10,38,72,0.0,1009,24,10,179,6,budapest
2010-05-04,25,15,0.0,14.4,5,57,12:02 AM,08:59 AM,04:22 AM,06:59 PM,12,20,20,20,9,37,63,0.0,1011,25,10,217,5,budapest
2010-05-05,25,16,0.0,13.5,5,49,12:31 AM,10:04 AM,04:21 AM,07:01 PM,14,20,20,20,13,44,72,3.1,1010,25,10,122,8,budapest
2010-05-06,22,12,0.0,13.5,5,42,12:55 AM,11:10 AM,04:19 AM,07:02 PM,12,17,18,17,22,39,72,0.1,1003,22,10,164,15,budapest
2010-05-07,19,10,0.0,14.5,4,35,01:15 AM,12:14 PM,04:18 AM,07:03 PM,9,15,15,15,13,23,69,1.1,1006,19,10,236,9,budapest
2010-05-08,19,8,0.0,11.4,3,27,01:34 AM,01:19 PM,04:16 AM,07:05 PM,9,14,14,14,8,48,73,0.6,1009,19,9,159,5,budapest
2010-05-09,19,9,0.0,12.4,4,20,01:51 AM,02:23 PM,04:15 AM,07:06 PM,9,14,14,14,9,57,77,0.5,1009,19,8,257,6,budapest
2010-05-10,19,10,0.0,13.5,4,13,02:09 AM,03:30 PM,04:13 AM,07:07 PM,10,14,14,14,18,43,80,1.8,1008,19,9,192,12,budapest
2010-05-11,22,9,0.0,14.5,5,6,02:28 AM,04:38 PM,04:12 AM,07:09 PM,12,16,16,16,14,36,81,3.0,1009,22,8,174,9,budapest
2010-05-12,20,11,0.0,13.5,4,0,02:51 AM,05:49 PM,04:11 AM,07:10 PM,13,16,16,16,9,48,84,0.7,1007,20,9,180,5,budapest
2010-05-13,20,9,0.0,13.5,4,0,03:18 AM,07:01 PM,04:09 AM,07:11 PM,13,15,16,15,10,36,85,3.1,1005,20,6,190,6,budapest
2010-05-14,19,10,0.0,11.4,3,1,03:53 AM,08:12 PM,04:08 AM,07:13 PM,12,14,14,14,16,61,87,2.4,1005,19,7,251,11,budapest
2010-05-15,17,8,0.0,11.5,4,9,04:37 AM,09:17 PM,04:07 AM,07:14 PM,10,11,13,11,21,60,88,13.1,1000,17,7,110,13,budapest
2010-05-16,13,6,0.0,9.4,2,16,05:34 AM,10:12 PM,04:06 AM,07:15 PM,8,5,8,5,42,100,95,15.6,999,13,8,288,27,budapest
2010-05-17,8,7,0.0,11.5,2,23,06:40 AM,10:57 PM,04:04 AM,07:17 PM,6,3,8,3,50,79,87,4.2,1007,8,8,318,32,budapest
2010-05-18,9,7,0.0,9.5,2,31,07:56 AM,11:33 PM,04:03 AM,07:18 PM,6,4,8,4,47,81,91,3.2,1012,9,10,317,28,budapest
2010-05-19,13,6,0.0,11.5,3,38,09:15 AM,No moonset,04:02 AM,07:19 PM,6,7,9,7,29,55,81,0.0,1017,13,10,317,19,budapest
2010-05-20,16,6,0.0,11.5,4,45,10:34 AM,12:02 AM,04:01 AM,07:20 PM,10,11,12,11,15,81,89,0.8,1020,16,7,326,10,budapest
2010-05-21,19,11,0.0,14.5,4,52,11:52 AM,12:26 AM,04:00 AM,07:21 PM,14,15,16,15,14,63,89,2.6,1018,19,4,129,9,budapest
2010-05-22,22,12,0.0,14.5,5,60,01:09 PM,12:48 AM,03:59 AM,07:23 PM,12,17,18,17,21,23,73,0.0,1016,22,10,215,13,budapest
2010-05-23,22,11,0.0,14.5,5,67,02:26 PM,01:10 AM,03:58 AM,07:24 PM,12,17,18,17,16,27,75,0.7,1015,22,10,208,9,budapest
2010-05-24,22,12,0.0,14.5,5,74,03:44 PM,01:32 AM,03:57 AM,07:25 PM,13,17,18,17,17,22,79,0.1,1012,22,8,281,11,budapest
2010-05-25,24,13,0.0,14.5,5,81,05:01 PM,01:57 AM,03:56 AM,07:26 PM,14,18,19,18,13,22,77,0.1,1010,24,10,255,9,budapest
2010-05-26,23,14,0.0,14.5,5,89,06:16 PM,02:26 AM,03:55 AM,07:27 PM,15,19,20,19,8,19,80,0.2,1009,23,10,189,5,budapest
2010-05-27,24,12,0.0,14.5,5,96,07:26 PM,03:02 AM,03:54 AM,07:28 PM,14,18,19,18,12,19,76,0.0,1008,24,10,252,7,budapest
2010-05-28,24,13,0.0,14.5,5,100,08:27 PM,03:46 AM,03:54 AM,07:29 PM,14,19,19,19,11,28,78,0.0,1012,24,8,266,7,budapest
2010-05-29,25,13,0.0,14.5,5,89,09:19 PM,04:39 AM,03:53 AM,07:30 PM,14,19,19,19,9,27,75,0.0,1016,25,9,226,6,budapest
2010-05-30,23,12,0.0,13.6,5,82,09:59 PM,05:39 AM,03:52 AM,07:31 PM,14,17,18,17,13,46,83,1.4,1011,23,7,164,9,budapest
2010-05-31,15,10,0.0,10.8,4,78,10:31 PM,06:43 AM,03:51 AM,07:32 PM,11,11,13,11,26,63,88,2.2,1004,15,6,299,17,budapest
2010-06-01,11,10,0.0,9.9,3,63,10:57 PM,07:50 AM,03:51 AM,07:33 PM,10,8,11,8,31,97,96,14.4,1003,11,7,292,20,budapest
2010-06-02,15,9,0.0,9.9,3,55,11:19 PM,08:56 AM,03:50 AM,07:34 PM,11,12,12,12,9,94,95,1.7,1005,15,3,218,6,budapest
2010-06-03,17,11,0.0,9.9,3,48,11:38 PM,10:01 AM,03:50 AM,07:35 PM,12,14,14,14,11,86,91,0.2,1010,17,6,183,7,budapest
2010-06-04,17,13,0.0,12.7,4,40,11:55 PM,11:05 AM,03:49 AM,07:36 PM,15,15,16,15,15,77,94,0.4,1012,17,7,272,9,budapest
2010-06-05,23,13,0.0,14.5,5,32,No moonrise,12:09 PM,03:49 AM,07:37 PM,14,19,19,19,11,24,77,0.0,1020,23,10,140,6,budapest
2010-06-06,24,9,0.0,14.5,5,25,12:13 AM,01:14 PM,03:48 AM,07:37 PM,14,20,21,20,9,2,73,0.0,1018,24,10,143,5,budapest
2010-06-07,26,10,0.0,14.5,5,17,12:31 AM,02:20 PM,03:48 AM,07:38 PM,17,22,23,22,7,0,75,0.0,1013,26,10,201,5,budapest
2010-06-08,28,13,0.0,14.5,6,10,12:52 AM,03:30 PM,03:47 AM,07:39 PM,17,23,24,23,8,6,75,1.0,1011,28,10,193,5,budapest
2010-06-09,28,15,0.0,14.5,6,2,01:17 AM,04:41 PM,03:47 AM,07:40 PM,17,25,25,24,16,3,68,0.0,1012,28,10,164,10,budapest
2010-06-10,30,17,0.0,14.5,6,0,01:48 AM,05:53 PM,03:47 AM,07:40 PM,17,25,25,24,20,5,65,0.0,1012,30,10,177,12,budapest
